_id,user,filename,kind,createdAt
51,7,/var/www/private/upload/USOrders-07-05-2018.csv,order,2018-07-06 15:39:12
52,7,/var/www/private/upload/USOrders-07-05-2018-1.csv,order,2018-07-06 15:42:01
53,7,/var/www/private/upload/USOrders-07-09-2018.csv,order,2018-07-09 15:34:17
54,6,/var/www/private/upload/RoW-5284-5283.csv,order,2018-07-09 18:49:32
55,7,/var/www/private/upload/USOrders-07-04-2018-10.csv,order,2018-07-10 14:17:20
56,7,/var/www/private/upload/USOrders-07-10-2018.csv,order,2018-07-10 15:36:06
57,7,/var/www/private/upload/USOrders-07-11-2018.csv,order,2018-07-11 15:41:43
58,7,/var/www/private/upload/USOrders-07-11-2018-2.csv,order,2018-07-11 16:43:02
59,6,/var/www/private/upload/RoW-100262.csv,order,2018-07-11 18:39:31
60,7,/var/www/private/upload/USOrders-07-12-2018.csv,order,2018-07-12 15:48:07
61,7,/var/www/private/upload/USOrders-07-12-2018-2.csv,order,2018-07-12 18:00:25
62,7,/var/www/private/upload/Artisano_Designs_Inventory_07122018.csv,inventory,2018-07-13 02:05:15
63,7,/var/www/private/upload/USOrders-07-13-2018.csv,order,2018-07-13 15:58:13
64,7,/var/www/private/upload/USOrders-07-16-2018.csv,order,2018-07-16 16:30:56
65,7,/var/www/private/upload/USOrders-07-17-2018.csv,order,2018-07-17 16:37:05
66,6,/var/www/private/upload/RoW-5287.csv,order,2018-07-18 15:42:21
67,6,/var/www/private/upload/RoW-5292-5290-5288.csv,order,2018-07-20 15:24:57
68,7,/var/www/private/upload/USOrders-07-19-2018-2.csv,order,2018-07-23 15:52:48
69,7,/var/www/private/upload/USOrders-07-20-2018.csv,order,2018-07-23 15:58:07
70,6,/var/www/private/upload/RoW-5296-5295-5294-5293.csv,order,2018-07-23 17:54:05
71,7,/var/www/private/upload/USOrders-07-23-2018.csv,order,2018-07-23 17:55:55
72,7,/var/www/private/upload/USOrders-07-24-2018.csv,order,2018-07-24 16:50:40
73,7,/var/www/private/upload/july_25_2018.xlsx,order,2018-07-25 15:41:15
74,7,/var/www/private/upload/july_25_2018.csv,order,2018-07-25 15:42:44
75,7,/var/www/private/upload/july_16_2018,order,2018-07-26 15:58:33
76,7,/var/www/private/upload/july_26.pdf,order,2018-07-26 16:05:42
77,7,/var/www/private/upload/searchresultsjuly26.csv,order,2018-07-26 16:08:59
78,7,/var/www/private/upload/searchresultsjuly25_2.csv,order,2018-07-26 16:17:16
79,6,/var/www/private/upload/RoW-5298.csv,order,2018-07-27 13:05:35
80,7,/var/www/private/upload/USOrders-07-25-2017-3.csv,order,2018-07-27 14:14:34
81,7,/var/www/private/upload/USOrders-07-30-2017.csv,order,2018-07-30 16:30:00
82,6,/var/www/private/upload/RoW-5303-5301-5300-5299.csv,order,2018-07-30 18:26:56
83,7,/var/www/private/upload/USOrders-07-31-2017.csv,order,2018-07-31 18:10:32
84,6,/var/www/private/upload/RoW-5305.csv,order,2018-08-01 19:13:42
85,7,/var/www/private/upload/USOrders-07-27-2017.csv,order,2018-08-01 19:31:00
86,7,/var/www/private/upload/USOrders-08-02-2017.csv,order,2018-08-02 16:34:11
87,6,/var/www/private/upload/RoW-5307-5306.csv,order,2018-08-02 16:55:04
88,7,/var/www/private/upload/USOrders-08-06-2018.csv,order,2018-08-06 15:58:08
89,7,/var/www/private/upload/USOrders-08-05-2018.csv,order,2018-08-06 16:01:30
90,6,/var/www/private/upload/RoW-5315-5314-5313-5312-5311-5309.csv,order,2018-08-06 17:55:47
91,7,/var/www/private/upload/USOrders-08-07-2018.csv,order,2018-08-07 17:21:04
92,7,/var/www/private/upload/USOrders-08-09-2018.csv,order,2018-08-09 15:44:37
93,6,/var/www/private/upload/RoW-5316.csv,order,2018-08-09 19:02:49
94,7,/var/www/private/upload/USOrders-08-10-2018.csv,order,2018-08-10 15:39:09
95,7,/var/www/private/upload/USOrders-08-13-2018.csv,order,2018-08-13 16:20:21
96,6,/var/www/private/upload/RoW-5322-5321.csv,order,2018-08-13 19:14:02
97,6,/var/www/private/upload/RoW-5324-5323-5317.csv,order,2018-08-14 13:59:04
98,7,/var/www/private/upload/2018-08-14.txt,order,2018-08-14 16:42:02
99,7,/var/www/private/upload/USOrders-08-14-2018.csv,order,2018-08-14 16:42:23
100,7,/var/www/private/upload/USOrders-08-15-2018.csv,order,2018-08-15 15:36:10
101,7,/var/www/private/upload/USOrders-08-16-2018.csv,order,2018-08-16 16:45:08
102,6,/var/www/private/upload/RoW-5325.csv,order,2018-08-16 18:42:47
103,7,/var/www/private/upload/USOrders-08-17-2018.csv,order,2018-08-17 15:33:39
104,7,/var/www/private/upload/USOrders-08-20-2018.csv,order,2018-08-20 16:46:15
105,6,/var/www/private/upload/RoW-5328-5326.csv,order,2018-08-21 13:58:33
106,7,/var/www/private/upload/USOrders-08-21-2018.csv,order,2018-08-21 16:01:53
107,7,/var/www/private/upload/USOrders-08-22-2018.csv,order,2018-08-22 16:03:27
108,7,/var/www/private/upload/USOrders-08-22-2018-1.csv,order,2018-08-22 16:04:23
109,7,/var/www/private/upload/USOrders-08-22-2018-4.csv,order,2018-08-22 16:10:10
110,7,/var/www/private/upload/USOrders-08-22-2018-3.csv,order,2018-08-22 16:37:06
111,7,/var/www/private/upload/USOrders-08-22-2018-T1.csv,order,2018-08-22 17:08:45
112,7,/var/www/private/upload/USOrders-08-22-2018-T2.csv,order,2018-08-22 17:12:39
113,7,/var/www/private/upload/USOrders-08-22-2018-T3.csv,order,2018-08-22 17:16:24
114,7,/var/www/private/upload/USOrders-08-23-2018.csv,order,2018-08-23 15:56:00
115,7,/var/www/private/upload/USOrders-08-23-2018T1.csv,order,2018-08-23 17:00:07
116,7,/var/www/private/upload/USOrders-08-23-2018T2.csv,order,2018-08-23 17:50:24
117,7,/var/www/private/upload/USOrders-08-24-2018.csv,order,2018-08-24 15:29:08
118,7,/var/www/private/upload/USOrders-08-24-2018-1.csv,order,2018-08-24 15:50:20
119,7,/var/www/private/upload/USOrders-08-27-2018.csv,order,2018-08-27 16:53:18
120,7,/var/www/private/upload/USOrders-08-27-2018-1.csv,order,2018-08-27 18:41:50
121,7,/var/www/private/upload/USOrders-08-28-2018.csv,order,2018-08-28 16:54:41
122,6,/var/www/private/upload/RoW-5336-5335-5333-5332.csv,inventory,2018-08-29 17:18:00
123,6,/var/www/private/upload/RoW-5336-5335-5333-5332-edit1.csv,inventory,2018-08-29 17:20:48
124,6,/var/www/private/upload/RoW-5336-5335-5333-5332-edit2.csv,inventory,2018-08-29 17:22:21
125,6,/var/www/private/upload/RoW-5336-5335-5333-5332-edit3.csv,inventory,2018-08-29 17:26:49
126,6,/var/www/private/upload/RoW-5336-5335-5333-5332-edit4.csv,inventory,2018-08-29 17:28:11
127,7,/var/www/private/upload/USOrders-08-29-2018.csv,order,2018-08-29 17:39:32
128,7,/var/www/private/upload/USOrders-08-30-2018.csv,order,2018-08-30 15:32:54
129,7,/var/www/private/upload/USOrders-08-28-2018-1.csv,order,2018-08-30 19:36:01
130,7,/var/www/private/upload/USOrders-08-30-2018-T.csv,order,2018-08-31 14:00:21
131,7,/var/www/private/upload/USOrders-08-30-2018-T2.csv,order,2018-08-31 14:01:39
132,7,/var/www/private/upload/USOrders-08-30-2018-T3.csv,order,2018-08-31 14:02:45
133,6,/var/www/private/upload/RoW-5336-5335-5333-5332-edit5.csv,order,2018-08-31 14:49:32
134,6,/var/www/private/upload/RoW-5338-5337.csv,order,2018-08-31 14:52:25
135,7,/var/www/private/upload/USOrders-08-31-2018.csv,order,2018-08-31 16:30:10
136,7,/var/www/private/upload/USOrders-09-04-2018.csv,order,2018-09-04 16:28:53
137,7,/var/www/private/upload/USOrders-09-04-2018-1.csv,order,2018-09-04 17:16:54
138,6,/var/www/private/upload/RoW-5343-5342-5341-5339.csv,order,2018-09-04 19:26:08
139,7,/var/www/private/upload/USOrders-09-05-2018.csv,order,2018-09-05 16:40:44
140,7,/var/www/private/upload/USOrders-09-06-2018.csv,order,2018-09-06 15:56:57
141,6,/var/www/private/upload/RoW-5345.csv,order,2018-09-07 15:37:05
142,7,/var/www/private/upload/USOrders-09-07-2018.csv,order,2018-09-07 16:24:39
143,5,/var/www/private/upload/Test_Inventory_Upload_090918.csv,inventory,2018-09-09 15:41:48
144,5,/var/www/private/upload/Test_Inventory_Upload_090918_2.csv,inventory,2018-09-09 15:44:13
145,5,/var/www/private/upload/Test_Inventory_Upload_090918_3.csv,inventory,2018-09-09 16:05:55
146,7,/var/www/private/upload/USOrders-09-10-2018.csv,order,2018-09-10 15:52:31
147,6,/var/www/private/upload/RoW-5349-5348.csv,order,2018-09-10 18:02:50
148,5,/var/www/private/upload/Test_Inventory_Upload_091018.csv,inventory,2018-09-11 00:22:40
149,7,/var/www/private/upload/USOrders-09-11-2018.csv,order,2018-09-11 15:37:54
150,89,/var/www/private/upload/Furious_Fur_Inventory_09112018.csv,inventory,2018-09-12 00:41:28
151,89,/var/www/private/upload/Furious_Fur_Inventory_09112018_file2.csv,inventory,2018-09-12 00:47:55
152,7,/var/www/private/upload/USOrders-09-12-2018.csv,order,2018-09-12 15:55:09
153,6,/var/www/private/upload/RoW-5352-5351.csv,order,2018-09-13 18:00:32
154,7,/var/www/private/upload/USOrders-09-13-2018.csv,order,2018-09-14 15:30:26
155,7,/var/www/private/upload/USOrders-09-14-2018.csv,order,2018-09-14 18:00:50
156,7,/var/www/private/upload/USOrders-09-17-2018.csv,order,2018-09-17 16:50:26
157,7,/var/www/private/upload/USOrders-09-17-2018-1.csv,order,2018-09-17 17:06:39
158,7,/var/www/private/upload/USOrders-09-17-2018-2.csv,order,2018-09-17 17:07:37
159,7,/var/www/private/upload/USOrders-09-17-2018-3.csv,order,2018-09-17 17:08:25
160,7,/var/www/private/upload/USOrders-09-17-2018-4.csv,order,2018-09-17 17:09:33
161,7,/var/www/private/upload/USOrders-09-17-2018-5.csv,order,2018-09-17 17:52:17
162,7,/var/www/private/upload/USOrders-09-17-2018-T.csv,order,2018-09-17 18:07:49
163,7,/var/www/private/upload/USOrders-09-17-2018-T2.csv,order,2018-09-17 18:09:21
164,7,/var/www/private/upload/USOrders-09-17-2018-T3.csv,order,2018-09-17 18:12:16
165,6,/var/www/private/upload/RoW-5353.csv,order,2018-09-17 19:32:17
166,7,/var/www/private/upload/USOrders-09-18-2018.csv,order,2018-09-18 16:18:21
167,7,/var/www/private/upload/USOrders-09-19-2018.csv,order,2018-09-19 16:43:45
168,6,/var/www/private/upload/RoW-5357-5356.csv,order,2018-09-19 18:21:14
169,7,/var/www/private/upload/USOrders-09-20-2018.csv,order,2018-09-20 17:44:07
170,6,/var/www/private/upload/RoW-5359-5358.csv,order,2018-09-20 18:44:55
171,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Luma.csv,order,2018-09-24 16:16:07
172,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Luma_CORRECT.csv,order,2018-09-24 16:21:02
173,7,/var/www/private/upload/USOrders-09-24-2018.csv,order,2018-09-24 16:45:19
174,6,/var/www/private/upload/RoW-5362-5361.csv,order,2018-09-24 18:44:59
175,7,/var/www/private/upload/USOrders-09-25-2018.csv,order,2018-09-25 16:02:13
176,41,/var/www/private/upload/orders_export_1.csv,recipient,2018-09-25 22:07:22
177,5,/var/www/private/upload/TestOrderUpload_09252018.csv,order,2018-09-26 00:39:56
178,5,/var/www/private/upload/TestOrderUpload_09262018.csv,order,2018-09-26 09:59:20
179,6,/var/www/private/upload/RoW-5364-5363.csv,order,2018-09-26 14:11:13
180,6,/var/www/private/upload/RoW-5364-5363_edit.csv,order,2018-09-26 14:11:56
181,7,/var/www/private/upload/USOrders-09-26-2018.csv,order,2018-09-26 17:14:30
182,7,/var/www/private/upload/USOrders-09-27-2018.csv,order,2018-09-27 17:20:52
183,7,/var/www/private/upload/USOrders-09-28-2018-1.csv,order,2018-09-28 15:02:01
184,7,/var/www/private/upload/USOrders-09-28-2018.csv,order,2018-09-28 16:57:05
185,7,/var/www/private/upload/USOrders-10-01-2018.csv,order,2018-10-01 16:58:30
186,6,/var/www/private/upload/RoW-5367-5366-5365.csv,order,2018-10-01 19:09:02
187,7,/var/www/private/upload/USOrders-10-02-2018.csv,order,2018-10-02 15:31:44
188,89,/var/www/private/upload/PriorityBiz_Inventory_Upload_Template_10.02.18.csv,inventory,2018-10-02 16:43:23
189,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.02.18.csv,order,2018-10-02 18:20:12
190,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.02.18_-_2.csv,order,2018-10-02 19:06:58
191,7,/var/www/private/upload/searchresults-3.csv,order,2018-10-03 18:49:35
192,7,/var/www/private/upload/USOrders-10-04-2018.csv,order,2018-10-04 15:37:15
193,7,/var/www/private/upload/USOrders-10-04-2018-1.csv,order,2018-10-04 15:38:25
194,6,/var/www/private/upload/RoW-Amoeba-041018.csv,order,2018-10-04 16:58:41
195,41,/var/www/private/upload/Order_Upload_Template_100420182158.csv,order,2018-10-04 22:20:51
196,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.03.xlsx,order,2018-10-05 12:25:29
197,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.csv,order,2018-10-05 12:33:51
198,89,/var/www/private/upload/PriorityBiz_Order_-_Oct_5th.csv,order,2018-10-05 12:39:11
199,89,/var/www/private/upload/PriorityBiz_Order_-_October_5th.csv,order,2018-10-05 12:41:21
200,89,/var/www/private/upload/PriorityBiz_Order_Upload_-_OCT_5th2.csv,order,2018-10-05 12:54:28
201,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.03-2.csv,order,2018-10-05 13:55:37
202,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.05_Sam.csv,order,2018-10-05 13:59:52
203,41,/var/www/private/upload/order_upload_template_0929180000.csv,order,2018-10-05 16:22:24
204,41,/var/www/private/upload/Order_Upload_Template.txt,order,2018-10-05 16:25:54
205,41,/var/www/private/upload/order_upload_template_test2.csv,order,2018-10-05 16:30:11
206,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.05_Sam2.csv,order,2018-10-06 00:41:40
207,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.05_Sam3.csv,order,2018-10-06 00:48:19
208,41,/var/www/private/upload/Test_Remove_special_char1.csv,order,2018-10-06 14:04:13
209,89,/var/www/private/upload/FuriousFur_Orders_10-06_Rob.csv,order,2018-10-06 20:56:43
210,41,/var/www/private/upload/Order_Upload_Template_remove_parenthesis_update_SKU.csv,order,2018-10-06 23:07:16
211,41,/var/www/private/upload/Manual_Order_Update2.csv,order,2018-10-07 00:42:05
212,41,/var/www/private/upload/Manual_Order_Update3.csv,order,2018-10-07 00:43:45
213,41,/var/www/private/upload/Manual_Order_Update4.csv,order,2018-10-07 01:00:16
214,89,/var/www/private/upload/Furious_Fur_InventoryReUpload_10022018.csv,inventory,2018-10-07 23:28:21
215,89,/var/www/private/upload/FuriousFur_Orders_10-07_Rob.csv,order,2018-10-07 23:45:30
216,41,/var/www/private/upload/Manual_Order_Updatename_phone1.csv,order,2018-10-08 00:36:55
217,41,/var/www/private/upload/Manual_Order_Updatename_phone2.csv,order,2018-10-08 00:42:18
218,41,/var/www/private/upload/Manual_Order_Updatename_phone3.csv,order,2018-10-08 00:44:30
219,41,/var/www/private/upload/Manual_Order_Updatename_phone4.csv,order,2018-10-08 00:48:15
220,5,/var/www/private/upload/TestOrderUpload_10072018.csv,order,2018-10-08 01:48:53
221,41,/var/www/private/upload/Sample_Order_Update_Correct_Item_Phone1.csv,order,2018-10-08 14:36:40
222,6,/var/www/private/upload/RoW-5377-5376-5375-5374-5373.csv,order,2018-10-08 15:03:39
223,41,/var/www/private/upload/Order_Upload_Template_100920180313.csv,order,2018-10-09 03:17:18
224,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Fawbush.csv,order,2018-10-09 15:22:25
225,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Fawbushs.csv,order,2018-10-09 15:31:11
226,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Bella_Rose.csv,order,2018-10-09 17:02:25
227,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Brendas.csv,order,2018-10-09 17:10:01
228,7,/var/www/private/upload/USOrders-10-09-2018.csv,order,2018-10-09 17:29:02
229,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_KiKi_Risa.csv,order,2018-10-09 19:05:25
230,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Harem.csv,order,2018-10-09 19:33:18
231,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.10.xlsx,order,2018-10-10 16:04:09
232,7,/var/www/private/upload/USOrders-10-10-2018.csv,order,2018-10-10 17:29:19
233,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Cedarbrooke.csv,order,2018-10-10 17:32:43
234,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.10.retry.csv,order,2018-10-10 17:57:57
235,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.10.retry..csv,order,2018-10-10 18:00:13
236,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Pursenality.csv,order,2018-10-10 19:22:09
237,89,/var/www/private/upload/PriorityBiz_Inventory_Upload_Template_10.11.csv,inventory,2018-10-11 14:09:16
238,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_McGregor.csv,order,2018-10-11 14:31:23
239,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_ModeAlise.csv,order,2018-10-11 14:58:21
240,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Susie.csv,order,2018-10-11 15:18:21
241,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Willers.csv,order,2018-10-11 15:28:43
242,7,/var/www/private/upload/USOrders-10-11-2018.csv,order,2018-10-11 16:36:27
243,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_That_Added_Touch.csv,order,2018-10-11 16:51:22
244,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Wynk.csv,order,2018-10-11 17:15:59
245,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Capucine.csv,order,2018-10-11 17:34:08
246,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Village.csv,order,2018-10-11 17:55:52
247,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Sister.csv,order,2018-10-11 19:43:05
248,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Strides.csv,order,2018-10-11 20:38:18
249,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Cove.csv,order,2018-10-11 21:16:16
250,7,/var/www/private/upload/USOrders-10-12-2018.csv,order,2018-10-12 16:25:29
251,89,/var/www/private/upload/PriorityBiz_Inventory_Upload_Template_10.15.csv,inventory,2018-10-15 12:36:34
252,7,/var/www/private/upload/USOrders-10-15-2018.csv,order,2018-10-15 15:43:08
253,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Simply.csv,order,2018-10-15 16:58:16
254,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Simply..csv,order,2018-10-15 16:59:05
255,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Scruples.csv,order,2018-10-15 17:13:47
256,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Eros.csv,order,2018-10-15 17:24:59
257,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Kalon.csv,order,2018-10-15 18:13:41
258,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Vita.csv,order,2018-10-15 19:22:48
259,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Cynthia.csv,order,2018-10-15 19:47:12
260,89,/var/www/private/upload/PriorityBiz_Inventory_Upload_Template_Kara.csv,inventory,2018-10-15 20:22:48
261,89,/var/www/private/upload/PriorityBiz_Inventory_Upload_Template_Kara..csv,inventory,2018-10-15 20:28:41
262,89,/var/www/private/upload/PriorityBiz_Inventory_Upload_Template_Kara_.csv,inventory,2018-10-15 21:21:02
263,89,/var/www/private/upload/PriorityBiz_Inventory_Upload_Template_Kara_10.15.csv,inventory,2018-10-15 21:23:22
264,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Wanda.csv,order,2018-10-16 12:27:33
265,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Wynk2.csv,order,2018-10-16 12:33:57
266,6,/var/www/private/upload/RoW-5379.csv,order,2018-10-16 13:16:43
267,7,/var/www/private/upload/USOrders-10-16-2018.csv,order,2018-10-16 15:35:47
268,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Forever.csv,order,2018-10-16 15:47:54
269,89,/var/www/private/upload/PriorityBiz_Inventory_Upload_Template_10.16.csv,inventory,2018-10-16 18:13:14
270,7,/var/www/private/upload/USOrders-10-15-2018-1.csv,order,2018-10-17 14:48:09
271,7,/var/www/private/upload/USOrders-10-17-2018.csv,order,2018-10-17 15:37:17
272,6,/var/www/private/upload/RoW-5380.csv,order,2018-10-17 17:27:28
273,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_New_Orders.csv,order,2018-10-18 14:44:35
274,7,/var/www/private/upload/USOrders-10-18-2018.csv,order,2018-10-18 16:26:40
275,6,/var/www/private/upload/RoW-5382-5381.csv,order,2018-10-18 17:44:40
276,6,/var/www/private/upload/RoW-5382-5381_edit.csv,order,2018-10-18 18:38:07
277,7,/var/www/private/upload/USOrders-10-22-2018.csv,order,2018-10-22 15:47:48
278,7,/var/www/private/upload/USOrders-10-22-2018-1.csv,order,2018-10-22 15:53:35
279,7,/var/www/private/upload/USOrders-10-23-2018.csv,order,2018-10-23 16:24:17
280,6,/var/www/private/upload/RoW-5385-5384.csv,order,2018-10-23 17:52:09
281,7,/var/www/private/upload/USOrders-10-24-2018.csv,order,2018-10-24 15:53:45
282,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_New_Orders.OCT.25th1.csv,order,2018-10-24 17:10:21
283,7,/var/www/private/upload/USOrders-10-25-2018.csv,order,2018-10-25 15:58:34
284,6,/var/www/private/upload/RoW-5389.csv,inventory,2018-10-25 17:35:44
285,6,/var/www/private/upload/RoW-5389-edit.csv,order,2018-10-25 17:36:45
286,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.25.18.csv,order,2018-10-25 18:39:06
287,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10-25_pb.csv,order,2018-10-26 00:54:21
288,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_Fem.csv,order,2018-10-26 13:04:10
289,89,/var/www/private/upload/PriorityBiz_Order_Upload_Template_10.24_kELSEY.xlsx,order,2018-10-26 14:19:22
290,89,/var/www/private/upload/Copy_of_PriorityBiz_Order_Upload_Template_10.24th_002.csv,order,2018-10-26 14:20:37
291,89,/var/www/private/upload/Copy_of_PriorityBiz_Order_Upload_Template_10.24th_003.csv,order,2018-10-26 14:21:54
292,7,/var/www/private/upload/USOrders-10-26-2018.csv,order,2018-10-26 15:34:07
293,89,/var/www/private/upload/Copy_of_PriorityBiz_Order_Upload_Template_10.24th_pb.csv,order,2018-10-26 15:37:28
294,7,/var/www/private/upload/USOrders-10-26-2018-1.csv,order,2018-10-26 15:48:15
